repo_code	file_id	object_id	file_format	file_name	file_size	md5_sum	index_object_id	donor_id/donor_count	project_id/project_count	study	bundle_id	Read Group ID (RG)	Library (LB)	Platform (PL)	Platform Model (PM)	Platform Unit (PU)	Predicted Median Insert Size (PI)	Name of Sequencing Centre (CN)	Date run was produced (DT)
collaboratory	FI722149	a28a62ce-90d7-5b43-a924-4604611d9006	BAM	c97c2521c9303f76a59d294bb2623ebc.180293_icgc.bam	158803667947	c97c2521c9303f76a59d294bb2623ebc		DO224033	PRAD-UK		EGAR00001272672	1953390	PD14736a_1_38388	HiSeq		164_2_3	307	EXT	
collaboratory	FI722149	a28a62ce-90d7-5b43-a924-4604611d9006	BAM	c97c2521c9303f76a59d294bb2623ebc.180293_icgc.bam	158803667947	c97c2521c9303f76a59d294bb2623ebc		DO224033	PRAD-UK		EGAR00001272672	1953594	PD14736a_1_38388	HiSeq		164_2_4	307	EXT	
collaboratory	FI722149	a28a62ce-90d7-5b43-a924-4604611d9006	BAM	c97c2521c9303f76a59d294bb2623ebc.180293_icgc.bam	158803667947	c97c2521c9303f76a59d294bb2623ebc		DO224033	PRAD-UK		EGAR00001272672	1953596	PD14736a_1_38388	HiSeq		164_2_7	307	EXT	
collaboratory	FI722149	a28a62ce-90d7-5b43-a924-4604611d9006	BAM	c97c2521c9303f76a59d294bb2623ebc.180293_icgc.bam	158803667947	c97c2521c9303f76a59d294bb2623ebc		DO224033	PRAD-UK		EGAR00001272672	1953613	PD14736a_1_38388	HiSeq		164_2_5	307	EXT	
collaboratory	FI722149	a28a62ce-90d7-5b43-a924-4604611d9006	BAM	c97c2521c9303f76a59d294bb2623ebc.180293_icgc.bam	158803667947	c97c2521c9303f76a59d294bb2623ebc		DO224033	PRAD-UK		EGAR00001272672	1953643	PD14736a_1_38388	HiSeq		164_2_6	307	EXT	
collaboratory	FI722114	8ed0953c-fb50-5422-bc7e-46883d4b7e0b	BAM	5e0184a066bb133002d276c19c909855.180269_icgc.bam	158283543226	5e0184a066bb133002d276c19c909855		DO224016	PRAD-UK		EGAR00001272665	2023215	PD14712a_1_38432	HiSeq		497_8	300	EXT	
collaboratory	FI722114	8ed0953c-fb50-5422-bc7e-46883d4b7e0b	BAM	5e0184a066bb133002d276c19c909855.180269_icgc.bam	158283543226	5e0184a066bb133002d276c19c909855		DO224016	PRAD-UK		EGAR00001272665	2031457	PD14712a_1_38432	HiSeq		369_1	300	EXT	
collaboratory	FI722114	8ed0953c-fb50-5422-bc7e-46883d4b7e0b	BAM	5e0184a066bb133002d276c19c909855.180269_icgc.bam	158283543226	5e0184a066bb133002d276c19c909855		DO224016	PRAD-UK		EGAR00001272665	2031477	PD14712a_1_38432	HiSeq		497_7	300	EXT	
collaboratory	FI722114	8ed0953c-fb50-5422-bc7e-46883d4b7e0b	BAM	5e0184a066bb133002d276c19c909855.180269_icgc.bam	158283543226	5e0184a066bb133002d276c19c909855		DO224016	PRAD-UK		EGAR00001272665	2031790	PD14712a_1_38432	HiSeq		497_6	300	EXT	
collaboratory	FI722114	8ed0953c-fb50-5422-bc7e-46883d4b7e0b	BAM	5e0184a066bb133002d276c19c909855.180269_icgc.bam	158283543226	5e0184a066bb133002d276c19c909855		DO224016	PRAD-UK		EGAR00001272665	2031796	PD14712a_1_38432	HiSeq		497_5	300	EXT	
collaboratory	FI722096	a5fa648d-a8c8-5da4-9a97-55f426c16a45	BAM	d2d02406d59728d6a6bd8178c4c14393.180276_icgc.bam	92275308656	d2d02406d59728d6a6bd8178c4c14393		DO224019	PRAD-UK		EGAR00001270346	2023089	PD14716b_1_38478	HiSeq		498_6	304	EXT	
collaboratory	FI722096	a5fa648d-a8c8-5da4-9a97-55f426c16a45	BAM	d2d02406d59728d6a6bd8178c4c14393.180276_icgc.bam	92275308656	d2d02406d59728d6a6bd8178c4c14393		DO224019	PRAD-UK		EGAR00001270346	2023267	PD14716b_1_38478	HiSeq		498_5	304	EXT	
collaboratory	FI722096	a5fa648d-a8c8-5da4-9a97-55f426c16a45	BAM	d2d02406d59728d6a6bd8178c4c14393.180276_icgc.bam	92275308656	d2d02406d59728d6a6bd8178c4c14393		DO224019	PRAD-UK		EGAR00001270346	2031459	PD14716b_1_38478	HiSeq		498_7	304	EXT	
